ending	size	none	gzip	bzip2	lzma	snappy	deflate	lz4	lz4hc	pfor
check	14967	0	578597	5850384	10314112	103936	441359	152243	774391	1784466
scala	8412	0	350233	3115130	5361815	58921	244467	85270	343645	1059115
check	18	0	98446	295337	621050	14273	34035	9515	81245	1115108
scala	453	0	94054	755361	596530	31107	45746	28912	126260	974576
check	260	366	91492	593968	1197817	15005	25984	17932	86735	613365
scala	41622	0	852342	12328772	11359685	133945	745479	168712	1081805	1630393
check	35	366	50138	293508	349500	14639	20494	12809	61483	639714
scala	303	0	93322	431844	517847	19762	39891	14273	88199	593603
check	35	732	83807	498084	1013369	16103	24885	32205	171274	1714200
scala	269	366	121502	1464243	972014	18298	43916	27448	139800	5690090
check	304	3294	139068	872837	795617	25617	38793	24154	135774	1535241
scala	622	0	113085	952252	790128	34035	57091	32571	196892	4783950
check	35	0	105033	733769	632395	25251	28911	19031	144191	1233683
scala	232	0	87832	1053626	888940	27814	53432	69534	123332	4096294
check	35	0	86003	729376	1011539	20861	30010	17200	124795	1248321
scala	275	0	157367	1045940	2081268	23788	163222	46844	301559	1709442
check	548	0	157001	718398	953350	47210	56725	22324	174933	1816671
scala	685	366	172737	1008978	1218312	44282	60019	32937	168346	1365431
check	208	732	107595	774757	748773	43184	41720	33304	111986	1640640
scala	222	366	161392	540171	972746	31108	50869	24886	131749	1307975
check	530	366	148949	881254	743650	55993	45014	30009	99543	1459120
scala	605	0	96982	628735	1275403	30376	53431	21226	123697	952252
check	582	0	79415	847219	861492	26716	37329	25252	82709	1660768
scala	892	366	107595	769999	992509	22690	58555	22690	187742	1146582
scala	190	732	113451	853074	644838	20861	37329	41720	146753	994704
check	322	366	135042	1213554	994704	20128	57457	30375	99909	1228925
scala	2592	366	255447	1520968	2092612	62215	144924	60751	222875	1686020
scala	10390	366	415741	3302141	7975568	104301	349867	108327	615561	1215750
check	424	366	90394	767438	549319	29277	40622	20861	103569	1069728
scala	3652	366	199453	1698464	2353548	43917	156269	45746	227998	1283088
check	61	0	66973	609705	732671	19397	24885	16468	69168	686558
scala	620	0	147486	866981	1924998	18665	56725	26350	136872	694243
check	26	0	71730	786102	471369	16102	22324	28912	108693	1197086
scala	546	0	158099	905042	820869	24886	52699	28179	141264	1324809
scala	3286	0	249957	1729204	2296091	46478	143460	47210	132481	1103397
scala	154	366	83807	362675	417937	11345	42087	13907	74292	1134138
scala	491	366	95884	1043745	886011	66607	48307	52333	117110	985922
check	412	366	234586	794519	807694	17201	39525	21592	155171	569082
scala	4287	365	279235	2551171	2448700	75756	186645	63313	207139	1332860
check	3	366	91492	513455	566155	17932	25983	22690	95884	6194396
scala	213	366	98812	898455	696074	17200	40257	37329	130286	1342009
check	986	366	178593	3981014	1434233	25984	120037	29278	159197	2182640
scala	289	0	146754	969453	740722	42087	43185	46844	180057	1999656
check	23	0	139069	741820	882352	27081	24520	20861	173835	1245028
scala	2173	0	190670	1668454	1936344	48674	111621	43185	204211	1632589
check	25	366	136872	954082	595432	13541	34401	21958	80148	3235901
scala	335	0	96982	1010807	1042281	40988	45014	41721	622880	1721154
check	590	0	155171	970916	3538191	21592	55994	25618	146022	995436
scala	2020	0	147486	1425816	1775317	55262	98812	55627	113816	1476686
scala	480	0	182618	504671	921510	34401	65143	19031	83441	1203307
check	1874	0	176763	1002390	1550612	57092	83807	35499	92224	1207698
scala	7301	0	359382	3115862	4174611	69168	276672	81245	350232	1415203
check	41	366	101373	712176	653987	24886	31107	16469	131017	1359210
scala	501	366	195061	822333	538707	28912	74292	26350	169443	1186838
check	2790	366	164320	1866077	1248321	36231	102837	39891	153342	994339
scala	4847	366	206041	1933416	3489516	38427	172737	76122	232025	771463
scala	593	0	135043	705589	623978	27448	61849	23788	99178	1193426
scala	6171	366	483445	2889693	4156313	80147	254349	86003	391953	909799
scala	577	732	111986	769634	873568	23788	54896	30010	105765	939077
check	2019	366	205674	1165978	1773121	33303	106863	77585	224339	1526457
scala	4288	0	264230	2247418	13212954	55261	200552	67338	232757	1044842
scala	198	0	87101	483445	511259	34401	39525	19396	88930	933954
check	391	0	1158658	581891	640080	25252	46478	20860	68070	905042
scala	254	0	114183	601287	9336973	27813	42087	21958	86735	1485470
scala	302	0	95884	481616	877594	19762	42086	506135	167980	8417659
scala	320	0	1365797	985189	733037	19030	44282	19396	102837	824895
check	67	0	174567	804400	732670	31473	27814	35865	121136	1328469
flags	29	0	121136	683630	769634	28912	54896	23788	150047	1071924
scala	510	0	7559461	723887	768169	30741	244833	32937	80879	1283454
scala	51	0	117842	575669	545660	21226	26349	13541	111254	1303216
check	4	0	99909	425622	627637	17567	40257	11711	141264	1227461
scala	652	366	134677	1130845	478322	26349	94420	23422	117110	1111083
scala	195	1098	99909	8850966	396711	188475	31839	41720	87466	1115475
scala	114	365	121502	455998	681069	17933	33669	22324	128090	3103053
check	2	0	81611	600189	469904	29643	21226	10247	136872	1386292
flags	31	366	96982	550418	741454	17201	23056	15004	135774	1862783
scala	851	0	98812	971648	822699	24520	53797	21958	129919	11142300
scala	114	0	62947	662039	482714	14273	31473	28912	100642	1043012
check	2	0	91492	540171	527728	19030	19396	9882	105400	733403
flags	31	366	79781	454534	414643	27082	20860	12077	134677	1280160
scala	600	366	113816	893331	929928	26350	47210	28180	123332	746211
scala	313	0	107595	564691	678873	34035	40257	25618	93322	1033497
check	2	366	57823	400736	719496	16835	16834	7685	154440	2157755
flags	31	0	124429	758655	683631	17932	28180	22690	96615	1258569
scala	401	0	154073	744748	907238	32937	50138	49406	149315	2753187
scala	128	0	232390	946762	483811	39525	27814	32571	73194	1567812
check	31	0	106131	339985	376948	12077	26350	15371	90760	1291871
scala	624	1098	125527	1146948	4271227	21227	55262	27448	154073	1002756
scala	185	0	180057	1208796	1539999	14639	42818	30741	130651	1059481
check	2	0	140898	727547	1084733	31107	30375	18298	85637	1439357
flags	29	0	86735	682533	1253445	40256	26715	18665	6463383	1160855
check	676	366	122965	2935073	1012271	28180	68070	23422	166882	2229485
scala	435	366	131017	974942	1193425	33669	46844	20128	161026	1686752
scala	889	366	131017	1080707	1127917	35499	59653	33669	117842	1369090
scala	230	366	135042	863321	813915	23056	40989	25618	100641	1878155
check	33	365	235684	721325	603850	26716	31474	24154	109791	1335787
scala	736	366	120770	1048868	927000	27814	51602	28911	158464	1161586
scala	210	0	68070	1534509	743649	19030	34035	49040	158831	759386
check	33	0	130652	887110	451606	22690	29278	26350	67704	1526092
flags	29	0	116744	301925	634591	29277	21592	11345	119306	1443383
scala	779	0	96616	962866	836605	28180	52334	22324	158465	1953544
scala	210	0	77586	928830	948592	16103	32205	36963	137604	676677
check	33	732	98080	477590	581891	19396	23422	40988	173835	3274327
scala	51	366	62947	1058017	526630	28180	43916	45746	60019	6696139
scala	520	0	358284	847585	899186	20128	109425	36231	127723	1436795
scala	415	0	113451	823796	712542	56359	46845	27082	137604	4899230
scala	415	0	152610	777685	873935	19031	73194	27814	118940	2268643
scala	386	366	90760	820869	1736524	36597	44648	24154	168711	1666990
scala	289	0	121502	739990	1065703	28546	60751	38060	182619	1024714
scala	263	366	123332	909068	2688776	23422	47942	32937	167248	1787394
check	10	0	135409	555907	984824	33303	31840	17200	186278	1797641
flags	29	0	191402	1195987	760850	28179	24520	22324	166516	1974770
scala	663	366	130651	1047770	984823	33303	59287	35133	169444	2095174
scala	44	0	95883	1437161	978602	20494	24886	16468	171273	1946957
check	3	0	56725	855270	921877	25984	18665	13175	68802	1837165
scala	805	0	163222	867347	1195622	28180	75023	35134	173836	1020322
scala	65	0	151512	830385	459291	37329	25983	13175	86735	1376044
check	6	366	61117	364140	1122793	17933	21958	8052	200185	1232218
scala	1258	732	159562	944201	1040085	31107	90394	58189	157733	821967
scala	113	366	135409	872105	560299	22324	34035	50504	144923	1494253
check	148	731	154439	873568	607508	42819	46112	19763	93322	2759774
flags	29	366	87833	6562560	885646	15370	28546	38426	198355	1610631
scala	812	366	166882	970184	1262594	29277	91126	50503	154805	1781538
scala	132	0	115647	761216	674481	37329	69535	18664	241540	1344571
check	640	0	114183	885280	872837	20495	54164	25617	132481	1792151
flags	29	0	81611	616659	988849	18298	27082	20495	95518	1706149
scala	1634	366	159197	6951586	1573668	52333	95884	540171	191402	2068092
scala	81	0	85637	1266619	709614	20128	219216	19762	163222	1424718
check	15	0	64777	765242	964695	14272	21592	24154	99910	1118402
flags	29	0	107595	1183544	7027342	19030	24886	25983	142728	1492057
scala	260	0	983359	538340	1060579	37329	51602	26350	178959	1182447
scala	110	366	678507	798179	667894	31473	35499	18664	163588	9898370
check	4	366	120770	815013	767803	55994	21592	25252	123698	1730668
flags	29	366	152609	1134139	567618	20128	31839	16834	75024	8472554
scala	287	0	165053	828554	609704	33669	49406	23056	102471	1741648
scala	253	0	161026	484177	645936	21226	57457	16102	138336	916753
check	12	732	3635538	514553	605680	16834	51967	21592	78684	1152437
flags	29	0	193964	782077	854904	21592	33669	28546	174567	3265178
scala	182	0	160294	903944	524069	39524	42452	39159	180057	1621244
scala	119	0	157367	688023	911263	38061	30376	21592	175665	1529019
check	3	0	70998	1392513	1047770	31473	23788	18665	111254	5933093
flags	29	0	141996	617390	776221	23056	23422	11345	114914	2535069
scala	287	0	76122	1130845	832946	18298	40623	35133	135409	1137432
scala	289	0	172005	999096	845755	28911	53797	40622	129188	3369113
check	3	366	126626	654719	992874	56725	25618	62215	154439	1878520
scala	344	366	174202	1055089	1036791	43185	53066	30741	152609	1802032
scala	93	0	153341	1038986	871007	29643	44648	14639	146022	1580255
check	2	0	43184	717300	938345	25617	16834	10979	166516	1856196
flags	29	0	99544	696806	851244	16469	30375	16469	179325	1402028
scala	689	0	92590	1209894	1060945	42086	51236	40988	161026	1230023
scala	397	0	214824	2166538	783906	29278	54163	80513	644472	1955008
check	89	366	52700	447946	789762	41354	23056	15371	184448	2458216
flags	29	0	75023	977504	578964	17566	24520	23788	155171	604581
scala	563	732	123332	711810	742918	24520	52333	31839	141264	881620
scala	348	366	102105	6648930	927732	34035	52700	44283	99909	1636614
check	64	366	134677	970551	886012	16835	25618	34401	182985	1855464
flags	29	0	142362	619586	922243	25983	25252	20494	181521	1535973
scala	675	0	111621	1079243	1168174	32205	56359	39158	190670	1596724
scala	540	0	191036	2320977	954448	20128	49406	22690	191035	1565250
check	215	0	116744	2090417	802571	35133	43184	31473	125893	1718225
flags	29	0	95518	853806	803302	22690	32205	36231	82343	2226923
scala	639	366	142362	1075218	1314928	39524	64411	35865	222509	1553905
scala	883	366	111987	1116206	1264790	44283	61482	40623	189572	2120426
check	500	0	479054	862589	1272475	15005	100642	46112	218484	1771291
flags	29	0	231658	1037889	789395	21958	38427	35499	157367	806596
scala	420	366	197258	1011905	599457	46844	52333	22690	97714	1415203
scala	143	0	76854	646667	1250883	43184	34402	16469	203845	2076510
check	10	0	73194	965061	820504	17567	20495	21592	146022	2005877
flags	29	367	118940	558104	997998	15736	29643	10979	179325	677043
scala	345	0	109791	895161	600921	41355	42086	32205	82343	1639909
scala	216	732	126626	588478	1010807	21227	43550	33669	166882	2439551
check	14	366	55261	1137798	709614	20860	21226	24520	153707	4170219
flags	29	0	175299	1161586	1004220	23056	29277	16835	134311	6541335
scala	368	0	113084	834044	772561	31108	62947	26715	74658	1114377
scala	81	0	1235512	496986	9948142	19031	43184	14638	284358	1148411
check	18	0	53798	1395441	577499	21592	24520	25618	308512	1278331
flags	29	365	138336	570912	917850	16103	79781	12442	157367	1321149
scala	382	366	146022	901382	863688	39525	741088	30742	169443	1048868
scala	99	366	177861	667528	709615	31840	36231	17932	131383	1583183
check	39	0	56725	735964	744381	40257	24154	20494	112353	1691144
flags	29	0	98812	559933	521872	10613	25984	18298	139434	1147314
scala	1140	366	121868	1148412	4350276	972014	128089	39525	142362	1195988
scala	1149	366	175299	1193060	946763	28912	68802	25984	85271	2301947
check	411	0	66972	413545	1407151	21958	33669	15371	117110	1451068
flags	29	0	72828	746577	431843	18298	21592	24520	69900	950788
scala	382	732	117110	664600	653622	269354	47210	24885	113085	3121352
scala	190	366	106131	837704	1701757	13541	45380	30741	117110	1159390
check	16	366	483811	659111	5482951	23788	41354	25618	109059	1530483
flags	29	0	95152	656915	924804	39891	23788	22324	131016	1686020
scala	271	0	127723	1245760	4262444	23788	41354	44648	128455	3036081
scala	523	0	121868	966891	1114377	20861	56359	51602	226535	1253079
check	139	366	105399	3906721	845755	26350	41354	40622	218118	1100469
flags	29	0	114183	1038620	737428	31107	27448	40988	205308	1818868
scala	447	366	197624	1202209	850146	40988	58555	34767	118574	1393245
scala	159	366	132115	823431	768901	36231	43550	18665	118940	1833140
check	21	0	73559	691316	858198	20128	22690	21592	319125	1770559
flags	29	366	84905	891136	1011173	45746	21592	25984	116012	1487299
scala	321	0	169810	567984	837337	21226	45746	33303	154805	1067167
scala	159	0	125161	740356	416473	35865	39525	19763	68070	1169638
check	21	366	62946	347304	704124	25618	28912	10979	117476	1383364
flags	29	732	205308	7150673	6465213	19030	39891	9881	68802	9394065
scala	271	366	8491219	512723	879058	15004	54896	21592	159928	9906788
scala	124	0	832946	793056	838435	20860	34767	21592	106497	1228559
check	13	0	146022	592504	737428	17200	38060	31108	174201	774025
flags	29	0	116744	700465	819772	55628	27813	502841	128455	1703953
scala	321	366	185546	991045	1174396	30742	42087	28179	147486	1706149
scala	124	0	154805	1102299	670455	32572	50504	507599	217752	1503767
check	29	0	64044	902847	636054	36231	22690	23056	147120	1709442
flags	29	0	307780	783541	917485	20494	26350	25984	117110	1413007
scala	638	366	193597	1444481	1207332	24886	60751	20861	183350	2469561
scala	96	366	119306	733037	745846	34401	34402	32937	375485	1475588
check	114	366	114549	708151	859296	22324	34036	22325	163954	7387821
flags	29	0	88199	720227	719130	27082	25984	37695	182985	2555929
scala	503	365	107961	1054358	1028374	28180	49040	34768	168712	3126475
scala	140	0	103204	895893	917485	26350	32938	27082	111987	1935246
check	12	0	132115	1018492	356454	35865	28545	17932	57824	1312732
scala	320	0	129187	442091	814648	43184	45014	16103	133213	1757018
scala	64	732	100276	540170	4359792	17933	27813	28179	165784	1244661
check	22	366	54896	715836	683630	32206	44282	21226	108327	1749700
flags	29	0	131749	659842	798911	20494	31474	18298	150048	1015931
scala	188	0	121502	1074486	603118	78683	45014	23788	118208	1579523
scala	119	0	182618	591406	711810	35133	67704	22690	187377	2447602
check	13	366	63313	911264	839533	13541	25617	20129	170541	2068458
flags	29	366	177495	792689	988483	26716	52334	20860	157367	1268815
scala	274	366	170908	822333	3298114	23056	50138	32571	156635	1684556
scala	81	0	122600	1080708	1068996	25252	35133	30009	187742	1679433
check	14	0	106497	795251	1145117	42087	27813	24886	248493	1708711
flags	29	366	98080	1026543	729377	28546	30741	39891	217385	1910725
scala	228	366	178959	786834	1745307	30375	41721	22324	165418	2826381
scala	320	366	97714	845023	630565	36597	41721	34767	111621	1499742
check	95	0	82709	566154	727913	17200	35133	19762	114914	1061311
flags	29	0	72828	682166	312172	28546	21226	24154	58190	1333226
scala	243	732	104302	563227	611900	20129	40257	65509	104301	1956471
scala	322	732	102105	950422	1098274	20860	53431	46478	166882	7465041
check	68	0	149681	925536	902115	24886	30010	17932	90761	1499010
flags	29	0	92956	587014	831848	28546	31839	22324	146022	1579889
scala	169	0	107961	912727	883815	34035	40256	23056	167614	1806058
scala	392	0	132847	1098639	971648	35133	52700	56359	178959	1818501
check	89	0	171639	1170370	838069	21226	39159	35865	189572	1672479
flags	29	366	149682	814648	3787050	40257	23423	23788	147120	1919143
scala	410	366	129188	1122061	855270	19763	60385	46478	109425	1545854
scala	358	0	122234	794519	1213920	40256	54164	35865	207504	1986847
scala	367	0	148950	1149875	937979	38061	54530	41720	724620	2031495
scala	322	0	164320	590675	981895	33669	53797	17201	203479	1987579
check	83	0	62581	1086196	957010	37695	25618	25252	148218	1709442
flags	29	0	160660	867348	1582817	16835	36231	21958	142362	791957
check	83	0	98446	724619	427452	44283	28545	43550	60019	1422157
flags	29	0	119672	507233	505769	23422	22324	15371	105033	1867541
scala	1029	732	1166710	962133	992509	32205	79415	34768	95152	941273
scala	44	0	104302	765608	749871	34401	35133	20495	72828	3331784
check	372	732	233855	735964	4098856	29643	39158	24886	76121	4006266
flags	29	0	58189	1343107	631297	31107	22324	27448	121502	1534143
scala	399	366	128089	3036812	1174762	23056	54529	22690	3087683	1650522
scala	53	366	122600	622514	551516	32205	61116	17200	339619	2188862
scala	481	0	250323	1035327	2390145	25618	51968	47942	147485	2292431
scala	53	0	151877	556640	1341643	29277	78684	17201	134311	1540364
check	97	0	86368	654719	1529385	27082	44648	14638	667528	935052
check	53	0	139069	1351524	672286	25984	57092	24520	108693	2531409
scala	173	0	327908	930660	1635516	27814	40256	22690	158830	1717128
scala	67	0	114548	702295	1346401	14639	39159	17932	124064	1426548
check	2	366	86369	565056	817576	21226	24154	13175	133579	2496276
flags	29	366	82343	762680	898454	30741	24519	35865	163954	967257
scala	363	366	175665	1073387	670089	28546	54896	28546	91858	1617950
scala	78	366	162490	385732	653255	207139	106863	16103	116745	3263714
check	12	732	92956	4410296	1426914	16102	22324	23056	133213	3038277
scala	1718	0	192134	1973672	1422156	29278	107229	56359	202015	1224167
scala	1860	366	194696	1612095	1661134	52700	103935	6682965	206040	8056813
scala	201	0	1679066	553712	494059	21592	40622	15737	119671	1641006
check	27	0	63313	434772	7491391	16835	21226	14639	92224	2160316
flags	31	0	755361	604215	619220	17566	27082	18298	200185	1951348
scala	305	0	810988	1029471	8337512	22690	48308	15371	122965	1679799
scala	304	0	84905	4339664	891867	20860	39890	20495	143094	1747869
check	2	366	63313	834044	812085	17567	22324	25252	155171	1757019
flags	29	366	91127	916753	1025446	16834	29644	17201	150779	2392341
scala	246	366	136141	819771	724619	11345	44648	27447	113450	1747869
scala	1143	0	234221	974210	1519870	33303	78318	32571	166150	1966353
check	4	0	68802	529192	1015564	28911	18664	10247	149315	894429
scala	159	732	92590	588479	917485	19763	32206	30009	165052	962500
check	34	366	98446	819039	845023	23788	30741	24154	159562	2850168
scala	212	0	156269	785004	2314389	32205	55261	28545	135043	3067554
check	38	0	102105	1912190	666796	39891	28912	27448	143460	2509451
scala	221	0	152243	907604	1131211	21593	55627	31474	202015	2847972
check	38	366	110156	1153170	1029105	27813	25618	35865	151146	3256029
scala	217	0	224705	896625	1805326	36963	44648	26715	167614	1813744
check	38	366	89663	1075217	840631	39524	31474	28546	712908	1628563
scala	239	0	174567	1013003	1029837	26350	94787	31107	136141	1587574
scala	51	0	113451	956278	626539	35499	30010	40623	98446	1455460
check	13	0	115280	607875	427086	26715	25618	15005	89296	1687851
flags	29	0	158831	380974	888207	32571	30010	11345	164320	1692974
scala	637	0	109425	1216482	898089	31473	54530	29278	219216	2140188
scala	683	0	169077	4046156	1140727	21958	66607	21958	152243	741819
check	285	0	108327	954814	520043	15737	39525	39891	118940	1517309
flags	29	732	73194	453802	1164880	16102	22690	30375	159928	4181931
scala	1840	366	219582	4381750	1399100	37329	116012	129187	185180	1484372
scala	104	732	136141	548222	665333	33669	34768	19762	89297	10046954
flags	29	366	71364	447580	2153729	27814	24154	13907	100276	1468634
scala	1840	366	236050	3917701	1634784	31474	118208	34035	218483	1238440
scala	116	0	99910	832580	858930	20129	30009	23788	109059	1243197
flags	29	0	101739	569083	394149	22324	65875	23788	66241	861492
scala	269	0	630931	733036	442091	36597	2061139	16102	88565	1740550
scala	78	3660	88565	368166	791591	30009	82343	14273	129553	1608801
check	4	0	66972	685094	579329	17201	19396	16103	129554	1501206
flags	29	0	111254	754995	588112	16835	22690	28545	86735	608607
scala	298	0	123332	1128283	423427	24886	43184	15371	65143	1190132
scala	367	0	109791	465513	678873	32571	86369	16102	124064	1077413
check	4	366	59287	647766	540902	26716	18665	13175	71730	1404590
flags	29	1098	92956	528094	626905	17200	27082	67338	88930	2456020
scala	1019	1098	126626	1089491	1242100	28546	60385	37329	228364	2028933
scala	74	0	91492	486739	2699389	27814	36231	70266	171639	4707462
check	164	366	191036	995070	702295	25984	28911	31473	180423	4614140
flags	29	0	118208	851610	2762336	20860	25984	39159	191036	1289676
scala	280	366	185913	1068631	880156	29643	71364	54530	191036	1369823
scala	99	0	185547	782076	993240	35499	41354	23423	193231	1356648
check	19	366	91859	877960	1084001	40256	24520	25252	180423	1589405
flags	29	0	91492	873568	873569	27082	27813	29643	200917	1953544
scala	227	0	92224	1671382	924804	32571	43550	16835	164687	1855099
scala	724	0	96616	1447409	1195256	19031	60751	59287	178959	1756287
check	289	366	184083	864054	873569	31839	151878	23422	136872	1647960
flags	29	366	65509	938711	605314	34401	22690	32205	86735	1576596
scala	1041	366	187742	807694	1226363	24520	80879	21592	192866	1681995
scala	2202	366	917851	1939271	1563055	60385	195428	68070	95152	2805154
check	96	732	99910	512722	2610825	21226	32572	33669	106863	4583033
flags	29	366	144192	650327	897356	16468	29643	10979	125893	1322613
scala	151	366	166516	2748795	884182	25618	116012	23788	111254	1429110
check	34	0	99177	696805	2699024	18299	29278	15371	167248	2720249
scala	209	0	169444	864053	917119	21227	70267	35133	120038	1870468
check	34	0	96250	817575	687656	21958	29643	24520	116012	1360674
scala	642	0	177861	1025812	1289309	36231	59653	41721	177495	1452898
scala	51	366	130652	825260	1093151	23422	34767	27082	162491	1861320
check	68	0	133944	1068630	607143	40623	36231	50503	140166	2310730
flags	29	366	131017	643008	530655	36963	27082	19030	128089	2035887
check	1273	0	141996	1180251	1380436	30742	84173	30376	205309	1675773
scala	1210	366	162124	1186838	1372018	33669	69900	22690	238612	1632589
check	470	0	79049	1188668	2815402	21958	45380	40988	685826	1351158
scala	360	0	683265	1630027	603117	20128	50504	24154	169078	1754823
scala	273	0	152244	786102	1228559	39525	40989	27448	115646	1639908
scala	42	366	66972	1498644	1278696	27813	24886	25617	99543	972747
check	15	732	92225	7559827	6757256	20129	24886	17567	74658	9437249
flags	54	732	3192716	501011	689120	32938	25984	20128	99177	2415397
scala	736	0	79415	2135431	3874882	24154	53797	45746	86003	994704
scala	395	0	121867	712176	1044110	8783	69900	27813	84905	2000022
scala	1154	0	117842	1252347	1367261	35133	90029	41355	166882	2631319
scala	276	366	135409	713274	1010807	33303	54163	17567	219215	1665526
check	499	0	128822	1008977	844657	27448	77220	28911	116744	1121695
flags	29	366	155903	766340	744381	26349	30010	20494	158465	1557931
check	258	366	114915	910532	825993	25618	36231	14272	103936	1960863
flags	29	0	83441	664601	846121	25984	24154	14639	122234	2285478
scala	575	0	135775	724619	816478	10247	53431	37329	147119	1705417
scala	140	0	175299	599824	539804	26350	39525	17933	140898	1208430
check	96	0	109059	620318	813184	39525	29278	18298	87832	1342009
check	902	0	109425	1094614	1369456	39890	60385	30741	199819	974210
scala	751	0	141264	939077	795617	35865	58189	30375	81977	1699195
scala	401	732	99543	619220	717299	21592	49772	25252	106863	758288
scala	289	366	92224	677409	640080	13541	45380	29643	140898	991777
scala	39	0	144924	574572	629467	23056	23056	28546	121136	1057651
check	10	0	108693	662770	561397	13540	21226	20128	306316	1923901
flags	29	366	103204	693145	782809	24520	28912	13541	105399	1273938
scala	464	0	112352	1069362	667894	40622	47942	20860	127357	5273983
scala	141	0	127723	802570	629101	27814	80513	26350	102471	987751
check	52	0	92956	538341	551882	28546	24520	13541	81611	1178420
flags	29	366	69900	508697	484178	22690	21592	12077	95884	1359942
scala	464	366	172371	612267	946397	20860	46478	21227	128089	820869
scala	84	0	82709	842827	498084	23422	29644	19397	97714	6622213
check	43	0	65143	513088	425988	21592	31107	17201	74292	4444696
flags	29	366	83075	522970	409154	25618	21227	20861	102838	1340545
scala	464	0	87466	750237	2948248	20128	47942	27814	79781	2828210
scala	104	366	62947	441359	1178055	16834	27082	17200	85271	936516
scala	464	732	128821	772927	649230	23788	50503	37695	109791	1467536
scala	163	366	120770	777318	3462801	24520	33669	23788	177495	1582817
check	64	0	97348	905042	894063	31107	36231	22324	76854	1651254
flags	29	0	98811	780247	872837	34401	66607	27082	176763	2048696
scala	464	0	127357	1040451	918583	34036	53798	28546	148950	2665354
scala	158	0	151877	994338	924072	35865	43184	48308	158465	2003682
check	58	366	111255	923707	1054358	47576	90394	16469	162856	2215212
flags	29	0	66606	834776	1092419	35865	21958	11345	232025	1709808
check	48	366	175299	931392	890037	22690	34401	92590	160295	2639370
flags	29	0	68802	772561	1074486	31107	25251	30375	269720	1322979
scala	391	366	116378	873203	688388	15737	51968	16102	92224	2234242
scala	151	732	73560	2539826	2301215	20494	40622	19396	597993	3482197
check	96	0	92956	534315	812085	17933	61483	25984	120769	968354
flags	29	366	227633	803668	622513	38427	38793	18298	115646	1163050
scala	641	0	141264	907604	860759	24154	64411	32571	119306	1930122
scala	77	366	133578	825626	1049234	4757	35865	28912	170176	1419229
check	50	0	107229	744748	820503	32571	36597	18665	126626	1507793
flags	29	0	137238	770366	986287	41721	169444	30376	117842	5374625
scala	464	0	149316	800009	841364	47576	54895	24520	162491	1141092
scala	107	0	77586	908702	944567	32571	27814	36231	131383	1435697
check	43	0	114182	772927	737794	19762	33669	15005	158831	1346401
flags	29	0	100641	824163	519676	35133	22690	22690	111986	1614656
scala	464	366	154439	1128649	984457	35499	49772	37329	190304	1607703
scala	99	0	109791	897356	916387	25983	38793	18664	143460	1539632
scala	464	0	83441	926635	847219	26716	46478	37329	187743	1586477
scala	158	366	128821	844657	970185	14639	40988	82343	76121	1781538
check	64	366	98080	771097	669357	32571	45380	20860	101374	1494985
flags	29	0	158831	969087	813550	31839	32206	15005	128822	1309804
scala	464	0	132847	1171468	566521	32938	114182	17932	137238	2529213
scala	153	366	101008	533949	737062	37695	38061	18298	152244	2231680
check	58	732	100276	517847	567618	17567	30376	30376	136506	1178421
flags	29	0	72462	846121	859662	12443	22690	29278	159197	1595992
check	42	0	115280	1433867	10665808	15005	35865	32571	126626	1560493
flags	29	366	137604	810622	762679	42453	28180	160660	152975	1528653
scala	464	0	237514	1066434	895161	42819	79049	19396	135775	1445212
scala	119	366	92590	964329	951886	28912	36963	37695	170542	1542560
check	52	366	128089	907238	635688	26349	37695	20494	79416	1570740
flags	29	366	129187	428184	829652	38427	31473	10613	174567	1699195
scala	464	0	117842	968355	695707	35865	183351	20129	122234	1765435
scala	160	366	102838	960670	11168650	33303	39890	60385	3473415	1708711
check	52	366	169810	1067898	780978	28912	38061	24886	161392	9268538
flags	29	366	159197	596530	357918	31107	21959	27448	74657	9660124
scala	464	0	123697	717666	681435	49406	46844	27082	160295	1638079
scala	196	0	117476	740721	607875	24886	58921	28546	85271	989947
check	296	0	159928	611168	1064605	31839	75390	23057	83075	1493154
flags	29	0	53066	369263	1661867	25983	23423	11345	140898	1604775
scala	978	0	101373	1361040	1013735	28546	58921	227267	137605	1034595
scala	121	1098	81977	512723	1310170	20128	27447	31474	155903	752799
check	123	366	77219	830018	3678723	27447	30741	17567	102837	4313314
flags	29	366	85637	1084001	8701651	21227	70632	35499	146022	1009343
scala	1223	0	191402	1699928	1155730	25984	76488	24520	1729571	2131771
scala	115	0	75756	2707807	743649	21959	28911	25984	142728	1468635
check	1276	0	146387	1350426	1069362	21958	71364	4239022	167614	1651619
flags	29	0	96616	587747	879424	29644	28180	17200	72462	1055455
scala	1357	0	131383	1253811	1162684	31840	70266	30375	99543	1312000
scala	115	0	147120	655451	866615	17932	380974	24886	150413	949324
check	1650	0	166882	1437161	1089124	29278	85271	26350	162124	628369
flags	29	366	49772	737062	284358	18664	20860	34767	55261	1013003
scala	740	0	141630	558103	1134138	24154	61483	19397	183716	1142190
scala	130	366	69900	2040645	593603	32571	29643	15005	142362	1372019
check	93	0	91126	1010807	874666	14273	28912	23056	164320	569448
flags	29	732	90028	507233	555542	16468	25618	25984	118574	1181349
scala	135	366	87100	909068	949690	9515	36963	31840	187376	2097370
check	18	0	155171	821235	862956	14639	28912	35865	172738	1469366
